"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Total Cites,Journal Impact Factor,Eigenfactor Score
7991,Applied Clinical Informatics,APPL CLIN INFORM,664,1.306,0.002070
7991,FORSCHENDE KOMPLEMENTARMEDIZIN,FORSCH KOMPLEMENTMED,594,1.306,0.000440
7991,Journal of Health Organization and Management,J HEALTH ORGAN MANAG,914,1.306,0.001200
7991,Journal of Medical and Biological Engineering,J MED BIOL ENG,958,1.306,0.001590
7991,Public Health Ethics,PUBLIC HEALTH ETH-UK,377,1.306,0.000930
7991,Public Health Ethics,PUBLIC HEALTH ETH-UK,377,1.306,0.000930
7991,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,SINGAPORE J TROP GEO,648,1.306,0.000880
8000,BIOLOGICAL CYBERNETICS,BIOL CYBERN,"4,672",1.305,0.001450
8000,CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,CAN J OPHTHALMOL,"2,077",1.305,0.002870
8000,Journal of Software-Evolution and Process,J SOFTW-EVOL PROC,457,1.305,0.001400
8003,ANIMAL BIOLOGY,ANIM BIOL,453,1.304,0.000510
8003,GEODIVERSITAS,GEODIVERSITAS,774,1.304,0.000740
8003,GIFTED CHILD QUARTERLY,GIFTED CHILD QUART,916,1.304,0.000330
8003,JOURNAL OF LAW ECONOMICS & ORGANIZATION,J LAW ECON ORGAN,"2,412",1.304,0.003020
8003,JOURNAL OF MECHANICS,J MECH,722,1.304,0.000950
8008,Communications in Mathematical Sciences,COMMUN MATH SCI,"1,439",1.303,0.005120
8008,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,JAVMA-J AM VET MED A,"11,839",1.303,0.006110
8010,COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,"2,308",1.302,0.003610
8010,GYNECOLOGIC AND OBSTETRIC INVESTIGATION,GYNECOL OBSTET INVES,"2,193",1.302,0.001940
8010,Geoscientific Instrumentation Methods and Data Systems,GEOSCI INSTRUM METH,275,1.302,0.000950
8010,International Journal of Green Energy,INT J GREEN ENERGY,"1,439",1.302,0.001900
8010,JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,J SPORT MED PHYS FIT,"3,247",1.302,0.003460
8010,Journal of Public Transportation,J PUBLIC TRANSPORT,690,1.302,0.000490
8010,MOTOR CONTROL,MOTOR CONTROL,779,1.302,0.000590
8010,Proceedings of the Institution of Civil Engineers-Engineering Sustainability,P I CIVIL ENG-ENG SU,423,1.302,0.000370
8010,SOCIAL POLITICS,SOC POLIT,"1,043",1.302,0.001660
8019,ANIMAL SCIENCE JOURNAL,ANIM SCI J,"1,996",1.301,0.003600
8019,COMPOSITIO MATHEMATICA,COMPOS MATH,"3,086",1.301,0.011520
8019,HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,"4,309",1.301,0.003450
8019,International Journal of Paleopathology,INT J PALEOPATHOL,502,1.301,0.001030
8019,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,J COMPUT ASSIST TOMO,"5,241",1.301,0.003720
8024,Argumentation,ARGUMENTATION,583,1.300,0.000400
8024,World Review of Nutrition and Dietetics,WORLD REV NUTR DIET,638,1.300,0.001030
8026,AMEGHINIANA,AMEGHINIANA,"1,507",1.299,0.000940
8026,ARCHIVES OF PSYCHIATRIC NURSING,ARCH PSYCHIAT NURS,"1,545",1.299,0.002040
8026,ARCHIVES OF PSYCHIATRIC NURSING,ARCH PSYCHIAT NURS,"1,545",1.299,0.002040
8029,NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,NUMER LINEAR ALGEBR,"1,582",1.298,0.003030
8030,Aquatic Biology,AQUAT BIOL,"1,307",1.297,0.001350
8030,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,BIOSCI BIOTECH BIOCH,"12,501",1.297,0.007020
8030,EVALUATION REVIEW,EVALUATION REV,"1,187",1.297,0.001030
8030,Entertainment Computing,ENTERTAIN COMPUT,347,1.297,0.000390
8030,ICSID Review-Foreign Investment Law Journal,ICSID REV,335,1.297,0.000780
8035,ELECTRICAL ENGINEERING,ELECTR ENG,796,1.296,0.000600
8035,GENETIC RESOURCES AND CROP EVOLUTION,GENET RESOUR CROP EV,"3,323",1.296,0.002680
8035,Johnson Matthey Technology Review,JOHNSON MATTHEY TECH,146,1.296,0.000320
8035,Journal of Childrens Orthopaedics,J CHILD ORTHOP,"1,116",1.296,0.002580
8035,POLYMER SCIENCE SERIES C,POLYM SCI SER C+,221,1.296,0.000260
8040,ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS,ESAIM CONTR OPTIM CA,"1,313",1.295,0.004240
8040,GEOTECHNICAL TESTING JOURNAL,GEOTECH TEST J,"2,488",1.295,0.002080
8040,Journal of Healthcare Engineering,J HEALTHC ENG,518,1.295,0.000990
8043,JOURNAL OF EARLY INTERVENTION,J EARLY INTERVENTION,759,1.294,0.000740
8043,Journal of Agromedicine,J AGROMEDICINE,607,1.294,0.000940
8043,Journal of Diversity in Higher Education,J DIVERS HIGH EDUC,479,1.294,0.000810
8043,PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,PALAEONTOGR ABT A,706,1.294,0.000270
8043,Plant Pathology Journal,PLANT PATHOLOGY J,965,1.294,0.001510
8048,Clinical Psychologist,CLIN PSYCHOL-UK,298,1.293,0.000570
8048,Clinical Psychologist,CLIN PSYCHOL-UK,298,1.293,0.000570
8048,Current Opinion in Otolaryngology & Head and Neck Surgery,CURR OPIN OTOLARYNGO,"1,861",1.293,0.002390
8048,ELECTROCHEMISTRY,ELECTROCHEMISTRY,"1,242",1.293,0.001500
8048,History of Psychology,HIST PSYCHOL,332,1.293,0.000420
8048,International Journal of Business Communication,INT J BUS COMMUN,100,1.293,0.000260
8048,Journal of European Integration,J EUR INTEGR,835,1.293,0.002370
8048,NANO,NANO,"1,062",1.293,0.001320
8048,STUDIA GEOPHYSICA ET GEODAETICA,STUD GEOPHYS GEOD,747,1.293,0.000860
8057,ArcheoSciences-Revue d Archeometrie,ARCHEOSCIENCES-REV A,123,1.292,0.000030
8057,Educational Studies in Mathematics,EDUC STUD MATH,"2,622",1.292,0.001020
8057,European Financial Management,EUR FINANC MANAG,"1,431",1.292,0.001280
8057,IRISH VETERINARY JOURNAL,IRISH VET J,532,1.292,0.000740
8057,JOURNAL OF PORPHYRINS AND PHTHALOCYANINES,J PORPHYR PHTHALOCYA,"2,095",1.292,0.001600
8057,JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,J VINYL ADDIT TECHN,737,1.292,0.000550
8057,LANGUAGE & COMMUNICATION,LANG COMMUN,"1,179",1.292,0.001390
8057,Mathematical Control and Related Fields,MATH CONTROL RELAT F,213,1.292,0.001430
8065,Critical Care Nurse,CRIT CARE NURSE,962,1.291,0.000990
8065,Critical Care Nurse,CRIT CARE NURSE,962,1.291,0.000990
8065,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,J LABELLED COMPD RAD,"1,825",1.291,0.001950
8065,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,KAOHSIUNG J MED SCI,"1,472",1.291,0.001800
8065,Marine Biology Research,MAR BIOL RES,"1,315",1.291,0.002550
8065,PROTEIN EXPRESSION AND PURIFICATION,PROTEIN EXPRES PURIF,"5,010",1.291,0.004280
8071,WILDLIFE SOCIETY BULLETIN,WILDLIFE SOC B,"3,854",1.290,0.002670
8072,ASTRONOMISCHE NACHRICHTEN,ASTRON NACHR,"2,111",1.289,0.004190
8072,CEREAL CHEMISTRY,CEREAL CHEM,"6,560",1.289,0.002040
8072,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,INT J COMP SOCIOL,717,1.289,0.000780
8072,International Journal of Sensor Networks,INT J SENS NETW,485,1.289,0.000630
8072,JOURNAL OF TROPICAL PEDIATRICS,J TROP PEDIATRICS,"1,784",1.289,0.002130
8072,MEDECINE ET MALADIES INFECTIEUSES,MED MALADIES INFECT,"1,185",1.289,0.002430
8072,Scientific Programming,SCI PROGRAMMING-NETH,588,1.289,0.001080
8079,JOURNAL OF FOOD PROCESSING AND PRESERVATION,J FOOD PROCESS PRES,"3,279",1.288,0.004640
8080,ACI STRUCTURAL JOURNAL,ACI STRUCT J,"6,117",1.287,0.003530
8080,ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,ECHOCARDIOGR-J CARD,"3,021",1.287,0.005190
8082,ACTA OTO-LARYNGOLOGICA,ACTA OTO-LARYNGOL,"6,608",1.286,0.004890
8082,ARCHAEOLOGY IN OCEANIA,ARCHAEOL OCEAN,564,1.286,0.000440
8082,Acta Polytechnica Hungarica,ACTA POLYTECH HUNG,920,1.286,0.000630
8082,Annals of Clinical Psychiatry,ANN CLIN PSYCHIATRY,949,1.286,0.000980
8082,Annals of Clinical Psychiatry,ANN CLIN PSYCHIATRY,949,1.286,0.000980
8082,INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,"1,882",1.286,0.001020
8082,International Journal of Humanoid Robotics,INT J HUM ROBOT,591,1.286,0.000400
8082,SCANDINAVIAN CARDIOVASCULAR JOURNAL,SCAND CARDIOVASC J,759,1.286,0.001250
8090,Journal of Clinical Research in Pediatric Endocrinology,J CLIN RES PEDIATR E,866,1.285,0.001930
8090,OPHTHALMIC GENETICS,OPHTHALMIC GENET,857,1.285,0.001340
8092,FAMILY RELATIONS,FAM RELAT,"3,026",1.284,0.002090
8092,International Journal of Electrochemical Science,INT J ELECTROCHEM SC,"10,738",1.284,0.011090
8092,MICROELECTRONICS JOURNAL,MICROELECTRON J,"3,059",1.284,0.002920
8092,Medicina Oral Patologia Oral y Cirugia Bucal,MED ORAL PATOL ORAL,"2,471",1.284,0.002790
8096,AUSTRALIAN JOURNAL OF EARTH SCIENCES,AUST J EARTH SCI,"2,695",1.283,0.002060
8096,Journal of Multinational Financial Management,J MULTINATL FINANC M,609,1.283,0.000400
8098,AUSTRALIAN DENTAL JOURNAL,AUST DENT J,"2,719",1.282,0.002230
8098,Vertebrate Zoology,VERTEBR ZOOL,184,1.282,0.000490
8100,PARALLEL COMPUTING,PARALLEL COMPUT,"1,813",1.281,0.001800
8101,ARCHIVES EUROPEENNES DE SOCIOLOGIE,ARCH EUR SOCIOL,528,1.280,0.000530
8101,International Journal of Speech-Language Pathology,INT J SPEECH-LANG PA,"1,043",1.280,0.001890
8101,International Journal of Speech-Language Pathology,INT J SPEECH-LANG PA,"1,043",1.280,0.001890
8101,Society and Mental Health,SOC MENT HEALTH,194,1.280,0.000690
8105,INTERNATIONAL ANGIOLOGY,INT ANGIOL,"1,334",1.279,0.001410
8106,Australian Occupational Therapy Journal,AUST OCCUP THER J,"1,092",1.278,0.001360
8106,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,INT J COMMUN SYST,"1,863",1.278,0.002890
8106,Journal of Transcultural Nursing,J TRANSCULT NURS,"1,170",1.278,0.001320
8106,Journal of Transcultural Nursing,J TRANSCULT NURS,"1,170",1.278,0.001320
8106,Nations and Nationalism,NATIONS NATL,"1,222",1.278,0.001470
8106,Welding in the World,WELD WORLD,"1,304",1.278,0.001990
8106,ZYGOTE,ZYGOTE,"1,001",1.278,0.001600
8113,BIOTA NEOTROPICA,BIOTA NEOTROP,"1,654",1.277,0.001390
8113,Bulletin of the Polish Academy of Sciences-Technical Sciences,B POL ACAD SCI-TECH,"1,193",1.277,0.001330
8113,IET Circuits Devices & Systems,IET CIRC DEVICE SYST,761,1.277,0.001210
8113,International Journal of Lower Extremity Wounds,INT J LOW EXTR WOUND,776,1.277,0.001180
8113,International Journal of Shipping and Transport Logistics,INT J SHIP TRANS LOG,331,1.277,0.000490
8113,MEDICINA CLINICA,MED CLIN-BARCELONA,"2,688",1.277,0.001900
8119,Asia Pacific Journal of Marketing and Logistics,ASIA PAC J MARKET LO,944,1.276,0.000440
8119,CARTOGRAPHIC JOURNAL,CARTOGR J,641,1.276,0.000440
8121,Animal Production Science,ANIM PROD SCI,"2,621",1.275,0.004980
8121,Journal of Geosciences,J GEOSCI-CZECH,354,1.275,0.000730
8121,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,P I MECH ENG D-J AUT,"2,744",1.275,0.002730
8121,Psychology & Sexuality,PSYCHOL SEX,321,1.275,0.000640
8125,JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,J MANIP PHYSIOL THER,"2,766",1.274,0.001800
8125,OXFORD REVIEW OF EDUCATION,OXFORD REV EDUC,"1,553",1.274,0.001600
8125,PETROLOGY,PETROLOGY+,849,1.274,0.001000
8125,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING,P I CIVIL ENG-GEOTEC,794,1.274,0.001040
8129,Journal of Work and Organizational Psychology-Revista de Psicologia del Trabajo y de las Organizaciones,J WORK ORGAN PSYCHOL,306,1.273,0.000270
8130,CLINICAL NEUROPHARMACOLOGY,CLIN NEUROPHARMACOL,"2,110",1.272,0.001540
8130,Frontiers of Structural and Civil Engineering,FRONT STRUCT CIV ENG,497,1.272,0.000900
8132,International Journal of Forensic Mental Health,INT J FORENSIC MENT,641,1.271,0.001030
8132,PSYCHIATRIC QUARTERLY,PSYCHIAT QUART,"1,239",1.271,0.001400
8132,Palaeontologische Zeitschrift,PALAEONTOL Z,"1,048",1.271,0.001090
8132,VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,VET CLIN N AM-SMALL,"2,744",1.271,0.002330
8136,BUSINESS HISTORY REVIEW,BUS HIST REV,685,1.270,0.000880
8136,International Journal on Software Tools for Technology Transfer,INT J SOFTW TOOLS TE,547,1.270,0.001280
8136,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,J SCI STUD RELIG,"3,438",1.270,0.002210
8136,JOURNAL OF SCHOLARLY PUBLISHING,J SCHOLARLY PUBL,189,1.270,0.000260
8136,NUKLEARMEDIZIN-NUCLEAR MEDICINE,NUKLEARMED-NUCL MED,520,1.270,0.000740
8136,RESEARCH ON SOCIAL WORK PRACTICE,RES SOCIAL WORK PRAC,"2,026",1.270,0.002070
8142,Journal of Eastern African Studies,J EAST AFR STUD,516,1.269,0.001460
8142,SOCIAL POLICY & ADMINISTRATION,SOC POLICY ADMIN,"1,427",1.269,0.001680
8144,ANNALI DI MATEMATICA PURA ED APPLICATA,ANN MAT PUR APPL,"1,864",1.268,0.005460
8144,ETHNIC AND RACIAL STUDIES,ETHNIC RACIAL STUD,"4,402",1.268,0.007340
8144,HUMAN DIMENSIONS OF WILDLIFE,HUM DIMENS WILDL,"1,090",1.268,0.001040
8147,CRITICAL STUDIES IN MEDIA COMMUNICATION,CRIT STUD MEDIA COMM,645,1.267,0.000930
8147,Chinese Journal of International Law,CHIN J INT LAW,296,1.267,0.000560
8147,Educational Philosophy and Theory,EDUC PHILOS THEORY,"1,311",1.267,0.001460
8147,INFANT MENTAL HEALTH JOURNAL,INFANT MENT HEALTH J,"2,063",1.267,0.002020
8147,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,INT J ENVIRON AN CH,"1,957",1.267,0.001640
8147,RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,"1,395",1.267,0.001650
8147,SCHMERZ,SCHMERZ,746,1.267,0.000900
8147,TUEXENIA,TUEXENIA,214,1.267,0.000270
8155,Advances in Child Development and Behavior,ADV CHILD DEV BEHAV,723,1.265,0.000750
8155,ECONOMIC INQUIRY,ECON INQ,"3,270",1.265,0.007300
8155,Information Development,INFORM DEV,489,1.265,0.000610
8155,Information Technology & Management,INFORM TECHNOL MANAG,500,1.265,0.000350
8155,Italian Journal of Animal Science,ITAL J ANIM SCI,"1,635",1.265,0.001940
8155,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,J CONTIN EDUC HEALTH,"1,454",1.265,0.002110
8155,JOURNAL OF GEOGRAPHY,J GEOGR,693,1.265,0.000430
8155,Knowledge and Management of Aquatic Ecosystems,KNOWL MANAG AQUAT EC,547,1.265,0.000890
8163,ASSISTIVE TECHNOLOGY,ASSIST TECHNOL,733,1.264,0.000600
8163,BULLETIN OF MATERIALS SCIENCE,B MATER SCI,"4,204",1.264,0.002750
8163,JOURNAL OF COASTAL CONSERVATION,J COAST CONSERV,"1,065",1.264,0.001280
8163,Paddy and Water Environment,PADDY WATER ENVIRON,887,1.264,0.001180
8163,SURVIVAL,SURVIVAL,845,1.264,0.001430
8163,Sensor Review,SENSOR REV,841,1.264,0.000830
8169,ANIMAL BIOTECHNOLOGY,ANIM BIOTECHNOL,470,1.263,0.000580
8169,Cancer Radiotherapie,CANCER RADIOTHER,889,1.263,0.001040
8169,Information Technology & People,INFORM TECHNOL PEOPL,860,1.263,0.000910
8169,International Theory,INT THEOR,420,1.263,0.001510
8173,ATOMIZATION AND SPRAYS,ATOMIZATION SPRAY,"1,410",1.262,0.001330
8173,Annals of Palliative Medicine,ANN PALLIAT MED,372,1.262,0.001260
8173,Dendrobiology,DENDROBIOLOGY,304,1.262,0.000500
8173,International Journal for the Psychology of Religion,INT J PSYCHOL RELIG,790,1.262,0.000500
8173,JOURNAL OF CREATIVE BEHAVIOR,J CREATIVE BEHAV,"1,177",1.262,0.001000
8173,Nurse Educator,NURS EDUC,"1,038",1.262,0.001080
8173,Nurse Educator,NURS EDUC,"1,038",1.262,0.001080
8173,SYNTHESE,SYNTHESE,"4,180",1.262,0.003920
8173,SYNTHESE,SYNTHESE,"4,180",1.262,0.003920
8182,Defence Technology,DEF TECHNOL,464,1.261,0.001030
8182,JOURNAL OF LARYNGOLOGY AND OTOLOGY,J LARYNGOL OTOL,"5,439",1.261,0.004370
8184,COMPUTATIONAL & APPLIED MATHEMATICS,COMPUT APPL MATH,860,1.260,0.001420
8184,Central European Journal of Operations Research,CENT EUR J OPER RES,679,1.260,0.000840
8184,INTERNATIONAL LABOUR REVIEW,INT LABOUR REV,907,1.260,0.000740
8184,Pharmacognosy Magazine,PHARMACOGN MAG,"1,712",1.260,0.002460
8188,ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND,ANN ROY COLL SURG,"3,880",1.259,0.003920
8188,International Journal of Bilingualism,INT J BILINGUAL,"1,001",1.259,0.001460
8188,JOURNAL OF POPULATION ECONOMICS,J POPUL ECON,"2,055",1.259,0.003960
8188,Journal of Cognitive Psychology,J COGN PSYCHOL,968,1.259,0.003920
8188,PFG-Journal of Photogrammetry Remote Sensing and Geoinformation Science,PFG-J PHOTOGRAMM REM,39,1.259,0.000070
8188,Plant Biotechnology Reports,PLANT BIOTECHNOL REP,694,1.259,0.001160
8188,SYSTEMATIC BOTANY,SYST BOT,"2,745",1.259,0.002910
8195,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,610,1.258,0.000990
8195,Professional Development in Education,PROF DEV EDUC,692,1.258,0.000820
8195,Transactions on Emerging Telecommunications Technologies,T EMERG TELECOMMUN T,"1,013",1.258,0.002040
8198,JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,"3,097",1.257,0.004590
8199,Asian Nursing Research,ASIAN NURS RES,569,1.256,0.000960
8199,Asian Nursing Research,ASIAN NURS RES,569,1.256,0.000960
8199,INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,"1,306",1.256,0.000690
8199,LIBRARY HI TECH,LIBR HI TECH,640,1.256,0.000650
8199,WIND AND STRUCTURES,WIND STRUCT,951,1.256,0.001320
8204,Advances in Life Course Research,ADV LIFE COURSE RES,579,1.255,0.001310
8204,BIOMETRICAL JOURNAL,BIOMETRICAL J,"2,978",1.255,0.004360
8204,HIGH PRESSURE RESEARCH,HIGH PRESSURE RES,"1,550",1.255,0.001850
8204,INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH,INT J IMPOT RES,"2,173",1.255,0.001180
8204,INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,"5,209",1.255,0.003940
8204,JOURNAL OF SMALL ANIMAL PRACTICE,J SMALL ANIM PRACT,"3,255",1.255,0.002980
8204,Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,NORSK GEOGR TIDSSKR,625,1.255,0.000550
8204,PSYCHOLOGICAL RECORD,PSYCHOL REC,"1,430",1.255,0.000950
8212,Economic and Labour Relations Review,ECON LABOUR RELAT RE,285,1.254,0.000690
8212,Educational Psychology,EDUC PSYCHOL-UK,"2,092",1.254,0.002260
8212,FINITE FIELDS AND THEIR APPLICATIONS,FINITE FIELDS TH APP,"1,189",1.254,0.004750
8212,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INT J IMAG SYST TECH,813,1.254,0.000450
8212,JOURNAL OF PLANT BIOLOGY,J PLANT BIOL,"1,115",1.254,0.001440
8212,JOURNAL OF POLICY MODELING,J POLICY MODEL,"1,767",1.254,0.001320
8212,Research in Astronomy and Astrophysics,RES ASTRON ASTROPHYS,"1,848",1.254,0.004950
8212,Tropical Plant Pathology,TROP PLANT PATHOL,606,1.254,0.001140
8220,ARKIVOC,ARKIVOC,"3,261",1.253,0.001700
8220,Annals of Work Exposures and Health,ANN WORK EXPOS HEAL,175,1.253,0.000470
8220,CUAJ-Canadian Urological Association Journal,CUAJ-CAN UROL ASSOC,"1,844",1.253,0.004170
8220,ENVIRONMENTAL MODELING & ASSESSMENT,ENVIRON MODEL ASSESS,950,1.253,0.000840
8220,Global Health Promotion,GLOB HEALTH PROMOT,430,1.253,0.000880
8220,International Journal of Sports Science & Coaching,INT J SPORTS SCI COA,"1,215",1.253,0.001340
8220,JOURNAL OF RELIGION & HEALTH,J RELIG HEALTH,"1,886",1.253,0.002540
8220,Journal of Evidence-Based Dental Practice,J EVID-BASED DENT PR,501,1.253,0.000960
8220,Journal of Fixed Point Theory and Applications,J FIX POINT THEORY A,622,1.253,0.002610
8220,Journal of the European Optical Society-Rapid Publications,J EUR OPT SOC-RAPID,656,1.253,0.000990
8220,OZONE-SCIENCE & ENGINEERING,OZONE-SCI ENG,"1,773",1.253,0.000720
8220,PALYNOLOGY,PALYNOLOGY,847,1.253,0.000910
8232,Canadian Journal of Chemistry,CAN J CHEM,"7,875",1.252,0.002930
8232,Journal of Natural Fibers,J NAT FIBERS,593,1.252,0.000510
8232,SCIENTIA MARINA,SCI MAR,"2,747",1.252,0.001410
8235,INDIAN JOURNAL OF MEDICAL RESEARCH,INDIAN J MED RES,"6,063",1.251,0.005930
8235,PLANT BREEDING,PLANT BREEDING,"3,402",1.251,0.002700
8237,Advances in Chromatography,ADV CHROMATOGR,146,1.250,0.000070
8237,Hip International,HIP INT,"1,188",1.250,0.002830
8237,JOURNAL OF ADOLESCENT & ADULT LITERACY,J ADOLESC ADULT LIT,"1,275",1.250,0.001470
8237,JOURNAL OF ELDER ABUSE & NEGLECT,J ELDER ABUSE NEGL,510,1.250,0.000650
8237,Journal of Real Estate Research,J REAL ESTATE RES,912,1.250,0.000560
8237,MAPAN-Journal of Metrology Society of India,MAPAN-J METROL SOC I,326,1.250,0.000300
8237,MUSICAE SCIENTIAE,MUSIC SCI,634,1.250,0.000930
8237,Numerical Mathematics-Theory Methods and Applications,NUMER MATH-THEORY ME,317,1.250,0.001240
8237,REFERENCE SERVICES REVIEW,REF SERV REV,569,1.250,0.000610
8237,Revista de Contabilidad-Spanish Accounting Review,REV CONTAB,209,1.250,0.000150
8237,Russian Geology and Geophysics,RUSS GEOL GEOPHYS+,"2,993",1.250,0.003280
8237,SOCIAL COGNITION,SOC COGNITION,"2,525",1.250,0.002350
8237,URSUS,URSUS,590,1.250,0.000420
8250,JOURNAL OF COMPARATIVE PATHOLOGY,J COMP PATHOL,"3,009",1.249,0.002380
8251,ANALYTICAL LETTERS,ANAL LETT,"3,725",1.248,0.002880
8251,CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,CAN J PUBLIC HEALTH,"2,866",1.248,0.003030
8251,Selecta Mathematica-New Series,SEL MATH-NEW SER,849,1.248,0.005730
8254,Disaster Prevention and Management,DISASTER PREV MANAG,"1,105",1.247,0.000720
8254,JOURNAL OF EMERGENCY MEDICINE,J EMERG MED,"5,706",1.247,0.009680
8254,JOURNAL OF NEUROLINGUISTICS,J NEUROLINGUIST,"1,015",1.247,0.001180
8254,JOURNAL OF NEUROLINGUISTICS,J NEUROLINGUIST,"1,015",1.247,0.001180
8258,CHEMICAL PAPERS,CHEM PAP,"2,353",1.246,0.002450
8258,ENGINEERING COMPUTATIONS,ENG COMPUTATION,"1,983",1.246,0.002090
8258,JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,J NUCL SCI TECHNOL,"3,860",1.246,0.004010
8258,Leadership,LEADERSHIP-LONDON,739,1.246,0.000860
8262,INFORMATION ECONOMICS AND POLICY,INF ECON POLICY,708,1.245,0.001040
8262,Television & New Media,TELEV NEW MEDIA,617,1.245,0.001070
8264,Advances in Neonatal Care,ADV NEONAT CARE,921,1.244,0.001380
8264,Advances in Neonatal Care,ADV NEONAT CARE,921,1.244,0.001380
8264,EURASIP Journal on Audio Speech and Music Processing,EURASIP J AUDIO SPEE,364,1.244,0.000740
8264,Journal of Empirical Finance,J EMPIR FINANC,"2,473",1.244,0.003430
8264,WILDLIFE RESEARCH,WILDLIFE RES,"2,630",1.244,0.002090
8269,JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION,J EDUC PSYCHOL CONS,434,1.243,0.000340
8269,Social Justice Research,SOC JUSTICE RES,"1,070",1.243,0.000690
8271,Current Analytical Chemistry,CURR ANAL CHEM,615,1.242,0.000780
8271,INDIAN JOURNAL OF PHYSICS,INDIAN J PHYS,"1,485",1.242,0.001980
8271,International Journal of Sexual Health,INT J SEX HEALTH,388,1.242,0.000800
8271,Journal of Sustainable Forestry,J SUSTAIN FOREST,593,1.242,0.000920
8271,Parenting-Science and Practice,PARENT-SCI PRACT,877,1.242,0.000920
8271,SCANNING,SCANNING,"1,290",1.242,0.001260
8277,COLORATION TECHNOLOGY,COLOR TECHNOL,"1,122",1.241,0.000790
8277,JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY,J ENVIRON PATHOL TOX,709,1.241,0.000570
8277,JOURNAL OF HETEROCYCLIC CHEMISTRY,J HETEROCYCLIC CHEM,"5,999",1.241,0.002880
8277,Proceedings of the Institution of Mechanical Engineers Part M-Journal of Engineering for the Maritime Environment,P I MECH ENG M-J ENG,569,1.241,0.000800
8281,Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,226,1.240,0.000290
8281,EVALUATION AND PROGRAM PLANNING,EVAL PROGRAM PLANN,"2,307",1.240,0.002300
8281,LIBRARY QUARTERLY,LIBR QUART,552,1.240,0.000330
8281,PERSPECTIVES IN PSYCHIATRIC CARE,PERSPECT PSYCHIATR C,661,1.240,0.000780
8281,PERSPECTIVES IN PSYCHIATRIC CARE,PERSPECT PSYCHIATR C,661,1.240,0.000780
8281,WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,"2,959",1.240,0.001520
8287,BIOLOGICAL AGRICULTURE & HORTICULTURE,BIOL AGRIC HORTIC,527,1.239,0.000510
